"road","identifier","extent","point","display_type","title","subtitle","delay_minutes","abnormalTrafficType","averageSpeed","startTimestamp","description","latitude","longitude"
"A1","undefined--vi-hind.2025-06-04_13-31-30-000.f_010.de0","49.66122520094255,6.922279599996143,49.65948529421639,6.922437395212388","49.66122520094255,6.922279599996143","WARNING","A1 | Reinsfeld - Hermeskeil"," Trier -> Saarbrücken",NA,NA,NA,"2025-06-04T13:31:30+02:00","Beginn: 04.06.25 um 13:31 Uhr  Fahrzeug-Hindernis, seit 04.06.2025, 13:31 A1: Trier -> Saarbrücken, zwischen 1.8 km hinter AS Reinsfeld und 0.2 km vor AS Hermeskeil Gefahr durch ein defektes Fahrzeug auf der Fahrbahn",49.6612252009426,6.92227959999614
"A1","undefined--vi-zus.2025-06-04_14-14-01-000.f_001.de0","50.85355882770268,6.804572893699323,50.77659308204783,6.815133290544427","50.85355882770268,6.804572893699323","WARNING","A1 | Ville - Bliesheim"," Köln -> Euskirchen",10,"QUEUING_TRAFFIC","36.599998474121094","2025-06-04T14:14:01+02:00","Beginn: 04.06.25 um 14:14 Uhr  Zusammengesetzte Verkehrsinformation, seit 04.06.2025, 14:14 A1: Köln -> Euskirchen, zwischen 0.5 km hinter Ville und 0.7 km vor AK Bliesheim  Stockender Verkehr Reisezeitverlust: 10 Minuten Durchschnittsgeschwindigkeit: 36 km/h",50.8535588277027,6.80457289369932
"A1","undefined--vi-avl.2025-06-04_15-57-20-000.f_016.de0","50.90206880874924,6.843255341627314,50.89253208720339,6.8232161464437775","50.90206880874924,6.843255341627314","WARNING","A1 | Frechen - Gleuel"," Köln -> Euskirchen",0,"SLOW_TRAFFIC","62.599998474121094","2025-06-04T15:57:20+02:00","Beginn: 04.06.25 um 15:57 Uhr  Angespannte Verkehrslage, seit 04.06.2025, 15:57 A1: Köln -> Euskirchen, zwischen 1.8 km hinter AS Frechen und 0.7 km vor AS Gleuel  Langsamer Verkehr Reisezeitverlust: 0 Minuten Durchschnittsgeschwindigkeit: 62 km/h",50.9020688087492,6.84325534162731
"A1","undefined--vi-avl.2025-06-04_14-20-34-000.f_008.de0","50.98311673588752,6.854938387086338,50.994068402561716,6.881580131788558","50.98311673588752,6.854938387086338","WARNING","A1 | Köln-Bocklemünd - Köln-Nord"," Euskirchen -> Köln",1,"SLOW_TRAFFIC","52.099998474121094","2025-06-04T14:20:34+02:00","Beginn: 04.06.25 um 14:20 Uhr  Angespannte Verkehrslage, seit 04.06.2025, 14:20 A1: Euskirchen -> Köln, zwischen 0.6 km hinter AS Köln-Bocklemünd und 0.7 km vor AK Köln-Nord  Langsamer Verkehr Reisezeitverlust: 1 Minuten Durchschnittsgeschwindigkeit: 52 km/h",50.9831167358875,6.85493838708634
"A1","undefined--vi-zus.2025-06-04_14-20-34-000.f_002.de0","50.99892894917277,6.896288892751548,51.03752935887865,6.985478808650202","50.99892894917277,6.896288892751548","WARNING","A1 | Köln-Nord - Leverkusen"," Euskirchen -> Dortmund",14,"QUEUING_TRAFFIC","24","2025-06-04T14:20:34+02:00","Beginn: 04.06.25 um 14:20 Uhr  Zusammengesetzte Verkehrsinformation, seit 04.06.2025, 14:20 A1: Euskirchen -> Dortmund, zwischen 0.4 km hinter AK Köln-Nord und 1.6 km vor AK Leverkusen  Gefahr durch eine ungesicherte Unfallstelle  Stockender Verkehr Reisezeitverlust: 14 Minuten Durchschnittsgeschwindigkeit: 24 km/h",50.9989289491728,6.89628889275155
"A1","undefined--vi-hind.2025-06-04_15-32-26-000.f_003.de0","51.00203960209877,6.9026724796981584,51.02075240749472,6.936247061344208","51.00203960209877,6.9026724796981584","WARNING","A1 | Köln-Nord - Köln-Niehl"," Euskirchen -> Dortmund",NA,NA,NA,"2025-06-04T15:32:26+02:00","Beginn: 04.06.25 um 15:32 Uhr  Fahrzeug-Hindernis, seit 04.06.2025, 15:32 A1: Euskirchen -> Dortmund, zwischen 1.0 km hinter AK Köln-Nord und 0.6 km vor AS Köln-Niehl Gefahr durch ein defektes Fahrzeug auf der Fahrbahn",51.0020396020988,6.90267247969816
"A1","undefined--vi-avl.2025-06-04_15-39-39-000.f.de0","50.99890454400196,6.896229071211634,50.99890454400196,6.896229071211634","50.99890454400196,6.896229071211634","WARNING","A1 | Köln-Niehl - Köln-Niehl"," Köln -> Dortmund",NA,"QUEUING_TRAFFIC","24","2025-06-04T16:01:04+02:00","Beginn: 04.06.25 um 16:01 Uhr  Angespannte Verkehrslage, seit 04.06.2025, 16:01 A1: Köln -> Dortmund, 4.3 km vor AS Köln-Niehl, aus Richtung Köln-Nord  Stockender Verkehr Durchschnittsgeschwindigkeit: 24 km/h",50.998904544002,6.89622907121163
"A1","undefined--vi-zus.2025-06-04_14-23-20-000.f_008.de0","51.28250779958057,7.258435032899984,51.30275679104875,7.262954365965742","51.28250779958057,7.258435032899984","WARNING","A1 | Kucksiepen - Wuppertal-Nord"," Köln -> Dortmund",1,"SLOW_TRAFFIC","54.099998474121094","2025-06-04T14:23:20+02:00","Beginn: 04.06.25 um 14:23 Uhr  Zusammengesetzte Verkehrsinformation, seit 04.06.2025, 14:23 A1: Köln -> Dortmund, zwischen 2.1 km hinter Kucksiepen und 1.4 km vor AK Wuppertal-Nord  Langsamer Verkehr Reisezeitverlust: 1 Minuten Durchschnittsgeschwindigkeit: 54 km/h",51.2825077995806,7.25843503289998
"A1","undefined--vi-zus.2025-06-04_09-02-12-000.f.de0","53.01310284368706,8.752284896326941,53.03155141226621,8.864804800301798","53.01310284368706,8.752284896326941","WARNING","A1 | Stuhr - Bremen-Hemelingen"," Osnabrück -> Bremen",3,"SLOW_TRAFFIC","62.599998474121094","2025-06-04T09:02:12+02:00","Beginn: 04.06.25 um 09:02 Uhr  Zusammengesetzte Verkehrsinformation, seit 04.06.2025, 09:02 A1: Osnabrück -> Bremen, zwischen 3.5 km hinter AD Stuhr und 1.7 km vor AS Bremen-Hemelingen  Langsamer Verkehr Reisezeitverlust: 3 Minuten Durchschnittsgeschwindigkeit: 62 km/h",53.0131028436871,8.75228489632694
"A1","undefined--vi-zus.2023-08-06_16-00-00-000.f_004.de0","53.0345216898969,8.918324474526163,53.03003632102865,8.860844706711447","53.0345216898969,8.918324474526163","WARNING","A1 | Mahndorfer Marsch - Bremen-Arsten"," Bremen -> Osnabrück",NA,NA,NA,"2023-08-06T16:00:00+02:00","Beginn: 06.08.23 um 16:00 Uhr  Zusammengesetzte Verkehrsinformation, seit 06.08.2023, 16:00 A1: Bremen -> Osnabrück, zwischen 2.0 km hinter Mahndorfer Marsch und 0.2 km vor AS Bremen-Arsten  A1 Bremen Richtung Osnabrück
in Höhe Bremen-Arsten
Bauarbeiten, eine Umleitung ist eingerichtet, Fahrbahn auf zwei Fahrstreifen verengt, von 03.06.2025 19:00 Uhr bis 07.06.2025 06:00 Uhr",53.0345216898969,8.91832447452616
"A1","undefined--vi-avl.2025-06-04_13-45-00-000.f_006.de0","53.05290109585624,9.039409851627235,53.05290109585624,9.039409851627235","53.05290109585624,9.039409851627235","WARNING","A1 | Oyten - Oyten"," Hamburg -> Bremen",NA,"STATIONARY_TRAFFIC","18","2025-06-04T16:01:04+02:00","Beginn: 04.06.25 um 16:01 Uhr  Angespannte Verkehrslage, seit 04.06.2025, 16:01 A1: Hamburg -> Bremen, 0.6 km vor AS Oyten, aus Richtung Tuchten  Im Stillstand Durchschnittsgeschwindigkeit: 18 km/h",53.0529010958562,9.03940985162724
"A1","undefined--vi-avl.2025-06-04_06-12-01-000.f_003.de0","53.05290295397772,9.039454502463602,53.03184767902425,8.865127051627695","53.05290295397772,9.039454502463602","WARNING","A1 | Tuchten - Bremen-Arsten"," Hamburg -> Osnabrück",37,"STATIONARY_TRAFFIC","17.600000381469727","2025-06-04T06:12:01+02:00","Beginn: 04.06.25 um 06:12 Uhr  Angespannte Verkehrslage, seit 04.06.2025, 06:12 A1: Hamburg -> Osnabrück, zwischen 6.1 km hinter Tuchten und 0.5 km vor AS Bremen-Arsten  Im Stillstand Reisezeitverlust: 37 Minuten Durchschnittsgeschwindigkeit: 17 km/h",53.0529029539777,9.0394545024636
"A1","undefined--vi-avl.2025-06-04_15-20-08-000.f_001.de0","53.46699704639158,10.024439542200444,53.430959658696,10.033737229962757","53.46699704639158,10.024439542200444","WARNING","A1 | Süderelbbrücke - Maschener Kreuz"," Hamburg -> Bremen",2,"SLOW_TRAFFIC","56","2025-06-04T15:20:08+02:00","Beginn: 04.06.25 um 15:20 Uhr  Angespannte Verkehrslage, seit 04.06.2025, 15:20 A1: Hamburg -> Bremen, zwischen 0.9 km hinter Süderelbbrücke und 4.5 km vor AK Maschener Kreuz  Langsamer Verkehr Reisezeitverlust: 2 Minuten Durchschnittsgeschwindigkeit: 56 km/h",53.4669970463916,10.0244395422004
"A1","undefined--vi-avl.2025-06-04_15-20-08-000.f_002.de0","53.50972692914809,10.044584134155626,53.488265208558055,10.029038595479166","53.50972692914809,10.044584134155626","WARNING","A1 | Norderelbbrücke - Hamburg-Stillhorn"," Lübeck -> Bremen",4,"QUEUING_TRAFFIC","30.600000381469727","2025-06-04T15:20:08+02:00","Beginn: 04.06.25 um 15:20 Uhr  Angespannte Verkehrslage, seit 04.06.2025, 15:20 A1: Lübeck -> Bremen, zwischen 1.0 km hinter Norderelbbrücke und 0.6 km vor Hamburg-Stillhorn  Stockender Verkehr Reisezeitverlust: 4 Minuten Durchschnittsgeschwindigkeit: 30 km/h",53.5097269291481,10.0445841341556
