"road","identifier","extent","point","display_type","title","subtitle","delay_minutes","abnormalTrafficType","averageSpeed","startTimestamp","description","latitude","longitude"
"A1","undefined--vi-hind.2025-05-31_11-53-51-000.f_006.de0","50.53082585107444,6.672176822704496,50.674409600937956,6.736954799994689","50.53082585107444,6.672176822704496","WARNING","A1 | Nettersheim - Euskirchen"," Blankenheim -> Köln",NA,NA,NA,"2025-05-31T11:53:51+02:00","Beginn: 31.05.25 um 11:53 Uhr  Hindernis, seit 31.05.2025, 11:53 A1: Blankenheim -> Köln, zwischen 0.5 km hinter AS Nettersheim und 0.5 km vor AS Euskirchen  Gefahr durch Gegenstände auf der Fahrbahn",50.5308258510744,6.6721768227045
"A1","undefined--vi-avl.2025-05-31_10-18-38-000.f_003.de0","50.98263760093634,6.854460299995919,50.99471841744613,6.883692149846455","50.98263760093634,6.854460299995919","WARNING","A1 | Köln-Bocklemünd - Köln-Nord"," Euskirchen -> Köln",2,"QUEUING_TRAFFIC","36.400001525878906","2025-05-31T10:18:38+02:00","Beginn: 31.05.25 um 10:18 Uhr  Angespannte Verkehrslage, seit 31.05.2025, 10:18 A1: Euskirchen -> Köln, zwischen 0.6 km hinter AS Köln-Bocklemünd und 0.6 km vor AK Köln-Nord  Stockender Verkehr Reisezeitverlust: 2 Minuten Durchschnittsgeschwindigkeit: 36 km/h",50.9826376009363,6.85446029999592
"A1","undefined--vi-avl.2025-05-31_10-18-38-000.f_002.de0","50.99893383020333,6.89630085706713,51.02077301161651,6.936293790180895","50.99893383020333,6.89630085706713","WARNING","A1 | Köln-Nord - Köln-Niehl"," Euskirchen -> Dortmund",30,"STATIONARY_TRAFFIC","7","2025-05-31T10:18:38+02:00","Beginn: 31.05.25 um 10:18 Uhr  Angespannte Verkehrslage, seit 31.05.2025, 10:18 A1: Euskirchen -> Dortmund, zwischen 0.4 km hinter AK Köln-Nord und 0.6 km vor AS Köln-Niehl  Im Stillstand Reisezeitverlust: 30 Minuten Durchschnittsgeschwindigkeit: 7 km/h",50.9989338302033,6.89630085706713
"A1","undefined--vi-avl.2025-05-31_10-21-09-000.f_003.de0","50.99890454400196,6.896229071211634,50.99890454400196,6.896229071211634","50.99890454400196,6.896229071211634","WARNING","A1 | Köln-Niehl - Köln-Niehl"," Köln -> Dortmund",NA,"STATIONARY_TRAFFIC","5","2025-05-31T12:06:18+02:00","Beginn: 31.05.25 um 12:06 Uhr  Angespannte Verkehrslage, seit 31.05.2025, 12:06 A1: Köln -> Dortmund, 4.3 km vor AS Köln-Niehl, aus Richtung Köln-Nord  Im Stillstand Durchschnittsgeschwindigkeit: 5 km/h",50.998904544002,6.89622907121163
"A1","undefined--vi-avl.2025-05-31_09-06-30-000.f.de0","51.6012087009328,7.687163399999292,51.6012087009328,7.687163399999292","51.6012087009328,7.687163399999292","WARNING","A1 | Kamener Kreuz - Kamener Kreuz"," Münster -> Dortmund",NA,"STATIONARY_TRAFFIC","8","2025-05-31T12:06:18+02:00","Beginn: 31.05.25 um 12:06 Uhr  Angespannte Verkehrslage, seit 31.05.2025, 12:06 A1: Münster -> Dortmund, in Höhe AK Kamener Kreuz, aus Richtung Overberger Busch  Im Stillstand Durchschnittsgeschwindigkeit: 8 km/h",51.6012087009328,7.68716339999929
"A1","undefined--vi-avl.2025-05-31_08-41-00-000.f.de0","51.6012087009328,7.687163399999292,51.582400893592066,7.67837368552128","51.6012087009328,7.687163399999292","WARNING","A1 | Overberger Busch - Kamen-Zentrum"," Münster -> Dortmund",11,"STATIONARY_TRAFFIC","10.699999809265137","2025-05-31T08:41:00+02:00","Beginn: 31.05.25 um 08:41 Uhr  Angespannte Verkehrslage, seit 31.05.2025, 08:41 A1: Münster -> Dortmund, zwischen 2.1 km hinter Overberger Busch und 1.0 km vor AS Kamen-Zentrum  Im Stillstand Reisezeitverlust: 11 Minuten Durchschnittsgeschwindigkeit: 10 km/h",51.6012087009328,7.68716339999929
"A1","undefined--vi-hind.2025-05-31_11-50-51-000.f_001.de0","52.39551064130419,8.037766277704574,52.34620660446475,8.02591068504359","52.39551064130419,8.037766277704574","WARNING","A1 | Bramsche - Osnabrück-Nord"," Bremen -> Osnabrück",NA,NA,NA,"2025-05-31T11:50:51+02:00","Beginn: 31.05.25 um 11:50 Uhr  Hindernis, seit 31.05.2025, 11:50 A1: Bremen -> Osnabrück, zwischen 2.8 km hinter Bramsche und 0.6 km vor AS Osnabrück-Nord  Gefahr durch Gegenstände auf der Fahrbahn",52.3955106413042,8.03776627770457
"A1","undefined--vi-avl.2025-05-31_10-57-15-000.f.de0","52.75040101853558,8.180491433403569,52.7613563786921,8.186596440709177","52.75040101853558,8.180491433403569","WARNING","A1 | Vechta - Cappeln Hagelage-Ost"," Osnabrück -> Bremen",1,"QUEUING_TRAFFIC","40.70000076293945","2025-05-31T10:57:15+02:00","Beginn: 31.05.25 um 10:57 Uhr  Angespannte Verkehrslage, seit 31.05.2025, 10:57 A1: Osnabrück -> Bremen, zwischen 2.8 km hinter AS Vechta und 2.4 km vor Cappeln Hagelage-Ost  Stockender Verkehr Reisezeitverlust: 1 Minuten Durchschnittsgeschwindigkeit: 40 km/h",52.7504010185356,8.18049143340357
"A1","undefined--vi-avl.2025-05-31_12-06-18-000.f_008.de0","52.75040101853558,8.180491433403569,52.75040101853558,8.180491433403569","52.75040101853558,8.180491433403569","WARNING","A1 | Cappeln Hagelage-Ost - Cappeln Hagelage-Ost"," Osnabrück -> Bremen",NA,"QUEUING_TRAFFIC","28","2025-05-31T12:06:18+02:00","Beginn: 31.05.25 um 12:06 Uhr  Angespannte Verkehrslage, seit 31.05.2025, 12:06 A1: Osnabrück -> Bremen, 3.7 km vor Cappeln Hagelage-Ost, aus Richtung Vechta  Stockender Verkehr Durchschnittsgeschwindigkeit: 28 km/h",52.7504010185356,8.18049143340357
"A1","undefined--vi-avl.2025-05-31_11-59-48-000.f.de0","53.023744894049265,8.839550629226459,53.033472140330545,8.86934125725401","53.023744894049265,8.839550629226459","WARNING","A1 | Krummhörens Kuhlen - Bremen-Hemelingen"," Osnabrück -> Bremen",1,"SLOW_TRAFFIC","52.400001525878906","2025-05-31T11:59:48+02:00","Beginn: 31.05.25 um 11:59 Uhr  Angespannte Verkehrslage, seit 31.05.2025, 11:59 A1: Osnabrück -> Bremen, zwischen 1.0 km hinter Krummhörens Kuhlen und 1.3 km vor AS Bremen-Hemelingen  Langsamer Verkehr Reisezeitverlust: 1 Minuten Durchschnittsgeschwindigkeit: 52 km/h",53.0237448940493,8.83955062922646
