"road","identifier","extent","point","display_type","title","subtitle","delay_minutes","abnormalTrafficType","averageSpeed","startTimestamp","description","latitude","longitude"
"A1","undefined--vi-zus.2025-05-31_13-23-17-000.f.de0","50.71691915901307,6.7782787881976585,50.72504700720633,6.783474113847882","50.71691915901307,6.7782787881976585","WARNING","A1 | Euskirchen - Oberste Heide"," Euskirchen -> Köln",0,"SLOW_TRAFFIC","56.70000076293945","2025-05-31T13:23:17+02:00","Beginn: 31.05.25 um 13:23 Uhr  Zusammengesetzte Verkehrsinformation, seit 31.05.2025, 13:23 A1: Euskirchen -> Köln, zwischen 5.2 km hinter AS Euskirchen und 2.2 km vor Oberste Heide  Gefahr durch Gegenstände auf der Fahrbahn  Langsamer Verkehr Reisezeitverlust: 0 Minuten Durchschnittsgeschwindigkeit: 56 km/h",50.7169191590131,6.77827878819766
"A1","undefined--vi-zus.2025-05-31_13-40-19-000.f_003.de0","50.68474064541838,6.755658520967784,50.75019368946429,6.810000266880946","50.68474064541838,6.755658520967784","WARNING","A1 | Euskirchen - Weilerswist-West"," Euskirchen -> Köln",NA,NA,NA,"2025-05-31T13:40:19+02:00","Beginn: 31.05.25 um 13:40 Uhr  Zusammengesetzte Verkehrsinformation, seit 31.05.2025, 13:40 A1: Euskirchen -> Köln, zwischen 1.2 km hinter AS Euskirchen und 0.3 km vor AS Weilerswist-West  Gefahr durch Gegenstände auf der Fahrbahn  A1 Euskirchen Richtung Köln zwischen Euskirchen und Weilerswist-West Gefahr durch Reifenteile auf der Fahrbahn, Gefahr durch liegengebliebenes Fahrzeug auf dem Standstreifen",50.6847406454184,6.75565852096778
"A1","undefined--vi-hind.2025-05-31_13-42-39-000.f_002.de0","50.750253800937585,6.8098474999954535,50.682866600937935,6.752131599994866","50.750253800937585,6.8098474999954535","WARNING","A1 | Weilerswist-West - Euskirchen"," Köln -> Euskirchen",NA,NA,NA,"2025-05-31T13:42:39+02:00","Beginn: 31.05.25 um 13:42 Uhr  Hindernis, seit 31.05.2025, 13:42 A1: Köln -> Euskirchen, zwischen 0.3 km hinter AS Weilerswist-West und 0.9 km vor AS Euskirchen  Gefahr durch Gegenstände auf der Fahrbahn",50.7502538009376,6.80984749999545
"A1","undefined--vi-hind.2025-05-31_14-06-17-000.f_003.de0","50.91561791549882,6.8448399470294,50.92138265688785,6.843026284652299","50.91561791549882,6.8448399470294","WARNING","A1 | Gleuel - Köln-West"," Euskirchen -> Köln",NA,NA,NA,"2025-05-31T14:06:17+02:00","Beginn: 31.05.25 um 14:06 Uhr  Hindernis, seit 31.05.2025, 14:06 A1: Euskirchen -> Köln, zwischen 4.1 km hinter AS Gleuel und 0.5 km vor AK Köln-West  Gefahr durch Personen auf der Fahrbahn",50.9156179154988,6.8448399470294
"A1","undefined--vi-hind.2025-05-31_14-06-17-000.f_002.de0","50.9211473367044,6.842785700878921,50.91531446064748,6.844844500868493","50.9211473367044,6.842785700878921","WARNING","A1 | Köln-West - Gleuel"," Köln -> Euskirchen",NA,NA,NA,"2025-05-31T14:06:17+02:00","Beginn: 31.05.25 um 14:06 Uhr  Hindernis, seit 31.05.2025, 14:06 A1: Köln -> Euskirchen, zwischen 0.6 km hinter AK Köln-West und 4.0 km vor AS Gleuel  Gefahr durch Personen auf der Fahrbahn",50.9211473367044,6.84278570087892
"A1","undefined--vi-hind.2025-05-31_12-28-38-000.f_005.de0","50.93523832563993,6.849306066212333,50.93825412360939,6.84946173978654","50.93523832563993,6.849306066212333","WARNING","A1 | Köln-West - Köln-Bocklemünd"," Euskirchen -> Köln",NA,NA,NA,"2025-05-31T12:28:38+02:00","Beginn: 31.05.25 um 12:28 Uhr  Hindernis, seit 31.05.2025, 12:28 A1: Euskirchen -> Köln, zwischen 1.1 km hinter AK Köln-West und 4.4 km vor AS Köln-Bocklemünd  Gefahr durch Gegenstände auf der Fahrbahn",50.9352383256399,6.84930606621233
"A1","undefined--vi-avl.2025-05-31_13-01-46-000.f_001.de0","51.0355666304812,6.963609923554228,51.03791957526289,6.981986465302468","51.0355666304812,6.963609923554228","WARNING","A1 | Leverkusener Brücke - Leverkusen"," Köln -> Dortmund",2,"QUEUING_TRAFFIC","22.799999237060547","2025-05-31T13:01:46+02:00","Beginn: 31.05.25 um 13:01 Uhr  Angespannte Verkehrslage, seit 31.05.2025, 13:01 A1: Köln -> Dortmund, zwischen 0.3 km hinter Leverkusener Brücke und 1.9 km vor AK Leverkusen  Stockender Verkehr Reisezeitverlust: 2 Minuten Durchschnittsgeschwindigkeit: 22 km/h",51.0355666304812,6.96360992355423
"A1","undefined--vi-avl.2025-05-31_13-57-14-000.f_007.de0","51.03561340567664,6.963696529198908,51.03561340567664,6.963696529198908","51.03561340567664,6.963696529198908","WARNING","A1 | Leverkusen-West - Leverkusen-West"," Köln -> Dortmund",NA,"QUEUING_TRAFFIC","12","2025-05-31T14:22:19+02:00","Beginn: 31.05.25 um 14:22 Uhr  Angespannte Verkehrslage, seit 31.05.2025, 14:22 A1: Köln -> Dortmund, 0.1 km vor AK Leverkusen-West, aus Richtung Leverkusener Brücke  Stockender Verkehr Durchschnittsgeschwindigkeit: 12 km/h",51.0356134056766,6.96369652919891
"A1","undefined--vi-avl.2025-05-31_09-06-30-000.f.de0","51.603394365028116,7.6877123054692,51.603394365028116,7.6877123054692","51.603394365028116,7.6877123054692","WARNING","A1 | Kamener Kreuz - Kamener Kreuz"," Münster -> Dortmund",NA,"STATIONARY_TRAFFIC","7","2025-05-31T14:21:14+02:00","Beginn: 31.05.25 um 14:21 Uhr  Angespannte Verkehrslage, seit 31.05.2025, 14:21 A1: Münster -> Dortmund, 0.3 km vor AK Kamener Kreuz, aus Richtung Overberger Busch  Im Stillstand Durchschnittsgeschwindigkeit: 7 km/h",51.6033943650281,7.6877123054692
"A1","undefined--vi-avl.2025-05-31_08-41-00-000.f_002.de0","51.6034210177722,7.6877189496446245,51.5823931541997,7.678366341488308","51.6034210177722,7.6877189496446245","WARNING","A1 | Overberger Busch - Kamen-Zentrum"," Münster -> Dortmund",12,"STATIONARY_TRAFFIC","10.699999809265137","2025-05-31T08:41:00+02:00","Beginn: 31.05.25 um 08:41 Uhr  Angespannte Verkehrslage, seit 31.05.2025, 08:41 A1: Münster -> Dortmund, zwischen 1.8 km hinter Overberger Busch und 1.0 km vor AS Kamen-Zentrum  Im Stillstand Reisezeitverlust: 12 Minuten Durchschnittsgeschwindigkeit: 10 km/h",51.6034210177722,7.68771894964462
