"road","identifier","extent","point","display_type","title","subtitle","delay_minutes","abnormalTrafficType","averageSpeed","startTimestamp","description","latitude","longitude"
"A1","undefined--vi-avl.2025-05-21_07-25-49-000.f_005.de0","49.9360915212855,6.875579621648865,49.94271589244685,6.882152810103969","49.9360915212855,6.875579621648865","WARNING","A1 | Salmtal - Wittlich"," Trier -> Köln/Koblenz",1,"QUEUING_TRAFFIC","33.70000076293945",2025-05-21,"Beginn: 21.05.25 um 07:25 Uhr  Angespannte Verkehrslage, seit 21.05.2025, 07:25 A1: Trier -> Köln/Koblenz, zwischen 2.2 km hinter Salmtal und 0.6 km vor AK Wittlich  Stockender Verkehr Reisezeitverlust: 1 Minuten Durchschnittsgeschwindigkeit: 33 km/h",49.9360915212855,6.87557962164886
"A1","undefined--vi-avl.2025-05-21_07-41-18-000.f_004.de0","49.9360915212855,6.875579621648865,49.9360915212855,6.875579621648865","49.9360915212855,6.875579621648865","WARNING","A1 | Wittlich - Wittlich"," Trier -> Köln/Koblenz",NA,"QUEUING_TRAFFIC","25",2025-05-21,"Beginn: 21.05.25 um 07:44 Uhr  Angespannte Verkehrslage, seit 21.05.2025, 07:44 A1: Trier -> Köln/Koblenz, 1.5 km vor AK Wittlich, aus Richtung Salmtal  Stockender Verkehr Durchschnittsgeschwindigkeit: 25 km/h",49.9360915212855,6.87557962164886
"A1","undefined--vi-zus.2025-05-21_06-59-24-000.f_004.de0","50.83100983904495,6.789191089595596,50.77814667604324,6.813624815837048","50.83100983904495,6.789191089595596","WARNING","A1 | Hürth - Bliesheim"," Köln -> Euskirchen",5,"SLOW_TRAFFIC","41.20000076293945",2025-05-21,"Beginn: 21.05.25 um 06:59 Uhr  Zusammengesetzte Verkehrsinformation, seit 21.05.2025, 06:59 A1: Köln -> Euskirchen, zwischen 2.2 km hinter AS Hürth und 0.9 km vor AK Bliesheim  Langsamer Verkehr Reisezeitverlust: 5 Minuten Durchschnittsgeschwindigkeit: 41 km/h",50.831009839045,6.7891910895956
"A1","undefined--vi-avl.2025-05-21_07-20-22-000.f_027.de0","50.8842993122904,6.806376650348238,51.03744273585875,6.987579962706043","50.8842993122904,6.806376650348238","WARNING","A1 | Ville - Leverkusen"," Euskirchen -> Dortmund",30,"QUEUING_TRAFFIC","33",2025-05-21,"Beginn: 21.05.25 um 07:20 Uhr  Angespannte Verkehrslage, seit 21.05.2025, 07:20 A1: Euskirchen -> Dortmund, zwischen 3.0 km hinter Ville und 1.5 km vor AK Leverkusen  Stockender Verkehr Reisezeitverlust: 30 Minuten Durchschnittsgeschwindigkeit: 33 km/h",50.8842993122904,6.80637665034824
"A1","undefined--vi-hind.2025-05-21_07-27-18-000.f.de0","50.914759190836776,6.845237754288154,50.91429690570694,6.845552281396218","50.914759190836776,6.845237754288154","WARNING","A1 | Frechen - Gleuel"," Köln -> Euskirchen",NA,NA,NA,2025-05-21,"Beginn: 21.05.25 um 07:27 Uhr  Fahrzeug-Hindernis, seit 21.05.2025, 07:27 A1: Köln -> Euskirchen, zwischen 0.3 km hinter AS Frechen und 3.9 km vor AS Gleuel Gefahr durch ein defektes Fahrzeug auf der Fahrbahn",50.9147591908368,6.84523775428815
"A1","undefined--vi-avl.2025-05-21_06-32-01-000.f_001.de0","50.972725922268,6.849919475622117,50.92560750093666,6.845023199995824","50.972725922268,6.849919475622117","WARNING","A1 | Köln-Bocklemünd - Frechen"," Köln -> Euskirchen",4,"SLOW_TRAFFIC","40.70000076293945",2025-05-21,"Beginn: 21.05.25 um 06:32 Uhr  Angespannte Verkehrslage, seit 21.05.2025, 06:32 A1: Köln -> Euskirchen, zwischen 0.6 km hinter AS Köln-Bocklemünd und 0.9 km vor AS Frechen  Langsamer Verkehr Reisezeitverlust: 4 Minuten Durchschnittsgeschwindigkeit: 40 km/h",50.972725922268,6.84991947562212
"A1","undefined--vi-avl.2025-05-21_07-42-03-000.f.de0","51.01463196938358,6.921363858377649,51.00133485050678,6.901047726118861","51.01463196938358,6.921363858377649","WARNING","A1 | Köln-Niehl - Köln-Nord"," Dortmund -> Euskirchen",1,"SLOW_TRAFFIC","57.599998474121094",2025-05-21,"Beginn: 21.05.25 um 07:42 Uhr  Angespannte Verkehrslage, seit 21.05.2025, 07:42 A1: Dortmund -> Euskirchen, zwischen 1.8 km hinter AS Köln-Niehl und 0.9 km vor AK Köln-Nord  Langsamer Verkehr Reisezeitverlust: 1 Minuten Durchschnittsgeschwindigkeit: 57 km/h",51.0146319693836,6.92136385837765
"A1","undefined--vi-avl.2025-05-21_07-27-18-000.f_031.de0","51.04733488688493,7.023412542381848,51.04733488688493,7.023412542381848","51.04733488688493,7.023412542381848","WARNING","A1 | Leverkusen - Leverkusen"," Dortmund -> Köln",NA,"STATIONARY_TRAFFIC","23",2025-05-21,"Beginn: 21.05.25 um 07:44 Uhr  Angespannte Verkehrslage, seit 21.05.2025, 07:44 A1: Dortmund -> Köln, 1.3 km vor AK Leverkusen, aus Richtung Burscheid  Im Stillstand Durchschnittsgeschwindigkeit: 23 km/h",51.0473348868849,7.02341254238185
"A1","undefined--vi-avl.2025-05-21_07-27-18-000.f_028.de0","51.04733488688493,7.023412542381848,51.04225957225498,7.00814931840705","51.04733488688493,7.023412542381848","WARNING","A1 | Burscheid - Leverkusen"," Dortmund -> Köln",2,"STATIONARY_TRAFFIC","22.799999237060547",2025-05-21,"Beginn: 21.05.25 um 07:27 Uhr  Angespannte Verkehrslage, seit 21.05.2025, 07:27 A1: Dortmund -> Köln, zwischen 8.8 km hinter AS Burscheid und 0.1 km vor AK Leverkusen  Im Stillstand Reisezeitverlust: 2 Minuten Durchschnittsgeschwindigkeit: 22 km/h",51.0473348868849,7.02341254238185
"A1","undefined--vi-hind.2025-05-21_07-27-18-000.f_002.de0","51.21053623164025,7.252679881863465,51.20904386176229,7.252481964522617","51.21053623164025,7.252679881863465","WARNING","A1 | Wuppertal-Ronsdorf - Remscheid-Lennep"," Dortmund -> Köln",NA,NA,NA,2025-05-21,"Beginn: 21.05.25 um 07:27 Uhr  Fahrzeug-Hindernis, seit 21.05.2025, 07:27 A1: Dortmund -> Köln, zwischen 2.4 km hinter AS Wuppertal-Ronsdorf und 0.8 km vor AS Remscheid-Lennep Gefahr durch ein defektes Fahrzeug auf der Fahrbahn",51.2105362316402,7.25267988186346
