"road","identifier","extent","point","display_type","title","subtitle","delay_minutes","abnormalTrafficType","averageSpeed","startTimestamp","description","latitude","longitude"
"A1","undefined--vi-avl.2025-05-29_11-13-00-000.f_001.de0","50.49376673026204,6.669813564471213,50.49376673026204,6.669813564471213","50.49376673026204,6.669813564471213","WARNING","A1 | Engelgau - Engelgau"," Euskirchen -> Blankenheim",NA,"STATIONARY_TRAFFIC","12","2025-05-29T12:21:22+02:00","Beginn: 29.05.25 um 12:21 Uhr  Angespannte Verkehrslage, seit 29.05.2025, 12:21 A1: Euskirchen -> Blankenheim, 0.6 km vor Engelgau, aus Richtung Nettersheim  Im Stillstand Durchschnittsgeschwindigkeit: 12 km/h",50.493766730262,6.66981356447121
"A1","undefined--vi-avl.2025-05-29_12-16-05-000.f_010.de0","50.77422942283234,6.8179001457896105,50.77422942283234,6.8179001457896105","50.77422942283234,6.8179001457896105","WARNING","A1 | Bliesheim - Bliesheim"," Köln -> Euskirchen",NA,"SLOW_TRAFFIC","18","2025-05-29T12:21:22+02:00","Beginn: 29.05.25 um 12:21 Uhr  Angespannte Verkehrslage, seit 29.05.2025, 12:21 A1: Köln -> Euskirchen, 0.4 km vor AK Bliesheim, aus Richtung Erftstadt  Langsamer Verkehr Durchschnittsgeschwindigkeit: 18 km/h",50.7742294228323,6.81790014578961
"A1","undefined--vi-zus.2025-05-29_09-33-00-000.f.de0","50.84814390093706,6.802946199995418,50.77219070093744,6.820326499995558","50.84814390093706,6.802946199995418","WARNING","A1 | Hürth - Bliesheim"," Köln -> Euskirchen",13,"QUEUING_TRAFFIC","30.200000762939453","2025-05-29T09:33:00+02:00","Beginn: 29.05.25 um 09:33 Uhr  Zusammengesetzte Verkehrsinformation, seit 29.05.2025, 09:33 A1: Köln -> Euskirchen, zwischen AS Hürth und 0.1 km vor AK Bliesheim  Stockender Verkehr Reisezeitverlust: 13 Minuten Durchschnittsgeschwindigkeit: 30 km/h",50.8481439009371,6.80294619999542
"A1","undefined--vi-avl.2025-05-29_11-20-07-000.f_002.de0","50.99490647348338,6.883619378426304,50.932797220277436,6.848955814456955","50.99490647348338,6.883619378426304","WARNING","A1 | Köln-Nord - Köln-West"," Köln -> Euskirchen",5,"SLOW_TRAFFIC","48.29999923706055","2025-05-29T11:20:07+02:00","Beginn: 29.05.25 um 11:20 Uhr  Angespannte Verkehrslage, seit 29.05.2025, 11:20 A1: Köln -> Euskirchen, zwischen 0.6 km hinter AK Köln-Nord und 0.8 km vor AK Köln-West  Langsamer Verkehr Reisezeitverlust: 5 Minuten Durchschnittsgeschwindigkeit: 48 km/h",50.9949064734834,6.8836193784263
"A1","undefined--vi-avl.2025-05-29_09-54-00-000.f_001.de0","51.018639647707396,6.931073189832338,51.03752935887865,6.985478808650202","51.018639647707396,6.931073189832338","WARNING","A1 | Köln-Nord - Leverkusen"," Euskirchen -> Dortmund",9,"QUEUING_TRAFFIC","21.899999618530273","2025-05-29T09:54:00+02:00","Beginn: 29.05.25 um 09:54 Uhr  Angespannte Verkehrslage, seit 29.05.2025, 09:54 A1: Euskirchen -> Dortmund, zwischen 3.7 km hinter AK Köln-Nord und 1.6 km vor AK Leverkusen  Stockender Verkehr Reisezeitverlust: 9 Minuten Durchschnittsgeschwindigkeit: 21 km/h",51.0186396477074,6.93107318983234
"A1","undefined--vi-avl.2025-05-29_09-55-30-000.f_008.de0","51.018639647707396,6.931073189832338,51.018639647707396,6.931073189832338","51.018639647707396,6.931073189832338","WARNING","A1 | Köln-Niehl - Köln-Niehl"," Köln -> Dortmund",NA,"QUEUING_TRAFFIC","22","2025-05-29T12:19:11+02:00","Beginn: 29.05.25 um 12:19 Uhr  Angespannte Verkehrslage, seit 29.05.2025, 12:19 A1: Köln -> Dortmund, 1.0 km vor AS Köln-Niehl, aus Richtung Köln-Nord  Stockender Verkehr Durchschnittsgeschwindigkeit: 22 km/h",51.0186396477074,6.93107318983234
"A1","undefined--vi-avl.2025-05-29_12-18-05-000.f_015.de0","51.06508767043924,7.074576751541806,51.06508767043924,7.074576751541806","51.06508767043924,7.074576751541806","WARNING","A1 | Leverkusen - Leverkusen"," Dortmund -> Köln",NA,"QUEUING_TRAFFIC","24","2025-05-29T12:21:22+02:00","Beginn: 29.05.25 um 12:21 Uhr  Angespannte Verkehrslage, seit 29.05.2025, 12:21 A1: Dortmund -> Köln, 5.4 km vor AK Leverkusen, aus Richtung Burscheid  Stockender Verkehr Durchschnittsgeschwindigkeit: 24 km/h",51.0650876704392,7.07457675154181
"A1","undefined--vi-avl.2025-05-29_12-03-11-000.f_003.de0","51.06057090093592,7.06543859999739,51.06057090093592,7.06543859999739","51.06057090093592,7.06543859999739","WARNING","A1 | Leverkusen - Leverkusen"," Dortmund -> Köln",NA,"QUEUING_TRAFFIC","16","2025-05-29T12:21:22+02:00","Beginn: 29.05.25 um 12:21 Uhr  Angespannte Verkehrslage, seit 29.05.2025, 12:21 A1: Dortmund -> Köln, 4.6 km vor AK Leverkusen, aus Richtung Burscheid  Stockender Verkehr Durchschnittsgeschwindigkeit: 16 km/h",51.0605709009359,7.06543859999739
"A1","undefined--vi-avl.2025-05-29_11-52-15-000.f.de0","51.065137544667365,7.074677868335263,51.04828049777943,7.0278101730301294","51.065137544667365,7.074677868335263","WARNING","A1 | Burscheid - Leverkusen"," Dortmund -> Köln",5,"QUEUING_TRAFFIC","31.399999618530273","2025-05-29T11:52:15+02:00","Beginn: 29.05.25 um 11:52 Uhr  Angespannte Verkehrslage, seit 29.05.2025, 11:52 A1: Dortmund -> Köln, zwischen 4.7 km hinter AS Burscheid und 1.6 km vor AK Leverkusen  Stockender Verkehr Reisezeitverlust: 5 Minuten Durchschnittsgeschwindigkeit: 31 km/h",51.0651375446674,7.07467786833526
"A1","undefined--vi-avl.2025-05-29_11-56-50-000.f_001.de0","51.06057090093592,7.06543859999739,51.04875526186538,7.0303855284657315","51.06057090093592,7.06543859999739","WARNING","A1 | Burscheid - Leverkusen"," Dortmund -> Köln",3,"QUEUING_TRAFFIC","33.099998474121094","2025-05-29T11:56:50+02:00","Beginn: 29.05.25 um 11:56 Uhr  Angespannte Verkehrslage, seit 29.05.2025, 11:56 A1: Dortmund -> Köln, zwischen 5.5 km hinter AS Burscheid und 1.8 km vor AK Leverkusen  Stockender Verkehr Reisezeitverlust: 3 Minuten Durchschnittsgeschwindigkeit: 33 km/h",51.0605709009359,7.06543859999739
