"road","identifier","extent","point","display_type","title","subtitle","delay_minutes","abnormalTrafficType","averageSpeed","startTimestamp","description","latitude","longitude"
"A1","undefined--vi-avl.2025-06-01_11-32-38-000.f.de0","49.97910376758312,6.911886299468639,49.98773534710328,6.922228948801475","49.97910376758312,6.911886299468639","WARNING","A1 | Wittlich - Flussbach"," Trier -> Köln/Koblenz",0,"SLOW_TRAFFIC","61.5","2025-06-01T11:32:38+02:00","Beginn: 01.06.25 um 11:32 Uhr  Angespannte Verkehrslage, seit 01.06.2025, 11:32 A1: Trier -> Köln/Koblenz, zwischen 4.3 km hinter AK Wittlich und 0.7 km vor Flussbach  Langsamer Verkehr Reisezeitverlust: 0 Minuten Durchschnittsgeschwindigkeit: 61 km/h",49.9791037675831,6.91188629946864
"A1","undefined--vi-avl.2025-06-01_10-26-30-000.f_002.de0","50.699620891926536,6.770075586449127,50.774195683363075,6.819224176791441","50.699620891926536,6.770075586449127","WARNING","A1 | Euskirchen - Erftstadt"," Euskirchen -> Köln",18,"STATIONARY_TRAFFIC","24.399999618530273","2025-06-01T10:26:30+02:00","Beginn: 01.06.25 um 10:26 Uhr  Angespannte Verkehrslage, seit 01.06.2025, 10:26 A1: Euskirchen -> Köln, zwischen 3.2 km hinter AS Euskirchen und 3.7 km vor AS Erftstadt  Im Stillstand Reisezeitverlust: 18 Minuten Durchschnittsgeschwindigkeit: 24 km/h",50.6996208919265,6.77007558644913
"A1","undefined--vi-avl.2025-06-01_11-32-06-000.f_007.de0","50.69989119495334,6.770230664834459,50.69989119495334,6.770230664834459","50.69989119495334,6.770230664834459","WARNING","A1 | Oberste Heide - Oberste Heide"," Euskirchen -> Köln",NA,"STATIONARY_TRAFFIC","24","2025-06-01T11:45:08+02:00","Beginn: 01.06.25 um 11:45 Uhr  Angespannte Verkehrslage, seit 01.06.2025, 11:45 A1: Euskirchen -> Köln, 5.2 km vor Oberste Heide, aus Richtung Euskirchen  Im Stillstand Durchschnittsgeschwindigkeit: 24 km/h",50.6998911949533,6.77023066483446
"A1","undefined--vi-avl.2025-06-01_11-45-08-000.f_006.de0","50.77422942283234,6.8179001457896105,50.77422942283234,6.8179001457896105","50.77422942283234,6.8179001457896105","WARNING","A1 | Bliesheim - Bliesheim"," Köln -> Euskirchen",NA,"QUEUING_TRAFFIC","17","2025-06-01T11:45:08+02:00","Beginn: 01.06.25 um 11:45 Uhr  Angespannte Verkehrslage, seit 01.06.2025, 11:45 A1: Köln -> Euskirchen, 0.4 km vor AK Bliesheim, aus Richtung Erftstadt  Stockender Verkehr Durchschnittsgeschwindigkeit: 17 km/h",50.7742294228323,6.81790014578961
"A1","undefined--vi-avl.2025-06-01_10-37-00-000.f_003.de0","51.01062049252134,6.915283625668996,51.03791957526289,6.981986465302468","51.01062049252134,6.915283625668996","WARNING","A1 | Köln-Nord - Leverkusen"," Euskirchen -> Dortmund",9,"QUEUING_TRAFFIC","26.100000381469727","2025-06-01T10:37:00+02:00","Beginn: 01.06.25 um 10:37 Uhr  Angespannte Verkehrslage, seit 01.06.2025, 10:37 A1: Euskirchen -> Dortmund, zwischen 2.3 km hinter AK Köln-Nord und 1.9 km vor AK Leverkusen  Stockender Verkehr Reisezeitverlust: 9 Minuten Durchschnittsgeschwindigkeit: 26 km/h",51.0106204925213,6.915283625669
"A1","undefined--vi-avl.2025-06-01_10-51-30-000.f_001.de0","51.01062049252134,6.915283625668996,51.01062049252134,6.915283625668996","51.01062049252134,6.915283625668996","WARNING","A1 | Köln-Niehl - Köln-Niehl"," Köln -> Dortmund",NA,"QUEUING_TRAFFIC","22","2025-06-01T11:45:08+02:00","Beginn: 01.06.25 um 11:45 Uhr  Angespannte Verkehrslage, seit 01.06.2025, 11:45 A1: Köln -> Dortmund, 2.5 km vor AS Köln-Niehl, aus Richtung Köln-Nord  Stockender Verkehr Durchschnittsgeschwindigkeit: 22 km/h",51.0106204925213,6.915283625669
"A1","undefined--vi-zus.2025-06-01_11-43-32-000.f.de0","51.28829864653023,7.257013201816567,51.30275679104875,7.262954365965742","51.28829864653023,7.257013201816567","WARNING","A1 | Wuppertal-Langerfeld - Wuppertal-Nord"," Köln -> Dortmund",0,"SLOW_TRAFFIC","62.5","2025-06-01T11:43:32+02:00","Beginn: 01.06.25 um 11:43 Uhr  Zusammengesetzte Verkehrsinformation, seit 01.06.2025, 11:43 A1: Köln -> Dortmund, zwischen 0.6 km hinter AS Wuppertal-Langerfeld und 1.4 km vor AK Wuppertal-Nord  Langsamer Verkehr Reisezeitverlust: 0 Minuten Durchschnittsgeschwindigkeit: 62 km/h",51.2882986465302,7.25701320181657
"A1","undefined--vi-hind.2025-06-01_11-12-30-000.f_003.de0","50.776213223978836,6.815825922535557,50.78114881698528,6.811541904934881","50.776213223978836,6.815825922535557","WARNING","A1 | Bliesheim - Erftstadt"," Koblenz -> Mönchengladbach",NA,NA,NA,"2025-06-01T11:12:30+02:00","Beginn: 01.06.25 um 11:12 Uhr  Hindernis, seit 01.06.2025, 11:12 A61: Koblenz -> Mönchengladbach, zwischen 0.7 km hinter AK Bliesheim und 2.7 km vor AS Erftstadt  Gefahr durch eine ungesicherte Unfallstelle",50.7762132239788,6.81582592253556
"A1","undefined--vi-avl.2025-06-01_11-32-06-000.f_005.de0","51.48888707005597,7.627727755210677,51.51343657223986,7.654099484958546","51.48888707005597,7.627727755210677","WARNING","A1 | Lichtendorf - Dortmund/Unna"," Köln -> Münster",1,"SLOW_TRAFFIC","65.80000305175781","2025-06-01T11:32:06+02:00","Beginn: 01.06.25 um 11:32 Uhr  Angespannte Verkehrslage, seit 01.06.2025, 11:32 A1: Köln -> Münster, zwischen 3.2 km hinter Lichtendorf und 1.0 km vor AK Dortmund/Unna  Langsamer Verkehr Reisezeitverlust: 1 Minuten Durchschnittsgeschwindigkeit: 65 km/h",51.488887070056,7.62772775521068
"A1","undefined--vi-avl.2025-06-01_09-26-30-000.f_002.de0","51.604733576247185,7.688047814101182,51.604733576247185,7.688047814101182","51.604733576247185,7.688047814101182","WARNING","A1 | Kamener Kreuz - Kamener Kreuz"," Münster -> Dortmund",NA,"STATIONARY_TRAFFIC","7","2025-06-01T11:45:08+02:00","Beginn: 01.06.25 um 11:45 Uhr  Angespannte Verkehrslage, seit 01.06.2025, 11:45 A1: Münster -> Dortmund, 0.4 km vor AK Kamener Kreuz, aus Richtung Overberger Busch  Im Stillstand Durchschnittsgeschwindigkeit: 7 km/h",51.6047335762472,7.68804781410118
