"road","identifier","extent","point","display_type","title","subtitle","delay_minutes","abnormalTrafficType","averageSpeed","startTimestamp","description","latitude","longitude"
"A1","undefined--vi-zus.2025-06-04_14-14-01-000.f_001.de0","50.871177973966596,6.802683703118485,50.77560310813416,6.81621557881909","50.871177973966596,6.802683703118485","WARNING","A1 | Gleuel - Bliesheim"," Köln -> Euskirchen",15,"QUEUING_TRAFFIC","32.599998474121094","2025-06-04T14:14:01+02:00","Beginn: 04.06.25 um 14:14 Uhr  Zusammengesetzte Verkehrsinformation, seit 04.06.2025, 14:14 A1: Köln -> Euskirchen, zwischen 2.4 km hinter AS Gleuel und 0.6 km vor AK Bliesheim  Stockender Verkehr Reisezeitverlust: 15 Minuten Durchschnittsgeschwindigkeit: 32 km/h",50.8711779739666,6.80268370311849
"A1","undefined--vi-avl.2025-06-04_16-40-04-000.f_025.de0","50.98896282302586,6.865069370041563,50.99471841744613,6.883692149846455","50.98896282302586,6.865069370041563","WARNING","A1 | Köln-Bocklemünd - Köln-Nord"," Euskirchen -> Köln",0,"SLOW_TRAFFIC","61.400001525878906","2025-06-04T16:40:04+02:00","Beginn: 04.06.25 um 16:40 Uhr  Angespannte Verkehrslage, seit 04.06.2025, 16:40 A1: Euskirchen -> Köln, zwischen 1.6 km hinter AS Köln-Bocklemünd und 0.6 km vor AK Köln-Nord  Langsamer Verkehr Reisezeitverlust: 0 Minuten Durchschnittsgeschwindigkeit: 61 km/h",50.9889628230259,6.86506937004156
"A1","undefined--vi-zus.2025-06-04_14-20-34-000.f_003.de0","50.999831608214045,6.8983843912456235,51.03744998479465,6.987280740686146","50.999831608214045,6.8983843912456235","WARNING","A1 | Köln-Nord - Leverkusen"," Euskirchen -> Dortmund",21,"STATIONARY_TRAFFIC","17.799999237060547","2025-06-04T14:20:34+02:00","Beginn: 04.06.25 um 14:20 Uhr  Zusammengesetzte Verkehrsinformation, seit 04.06.2025, 14:20 A1: Euskirchen -> Dortmund, zwischen 0.6 km hinter AK Köln-Nord und 1.5 km vor AK Leverkusen  Im Stillstand Reisezeitverlust: 21 Minuten Durchschnittsgeschwindigkeit: 17 km/h  Gefahr durch ein defektes Fahrzeugs auf der Fahrbahn",50.999831608214,6.89838439124562
"A1","undefined--vi-avl.2025-06-04_15-39-39-000.f.de0","50.99986373002111,6.898453065057289,50.99986373002111,6.898453065057289","50.99986373002111,6.898453065057289","WARNING","A1 | Köln-Niehl - Köln-Niehl"," Köln -> Dortmund",NA,"STATIONARY_TRAFFIC","16","2025-06-04T17:01:17+02:00","Beginn: 04.06.25 um 17:01 Uhr  Angespannte Verkehrslage, seit 04.06.2025, 17:01 A1: Köln -> Dortmund, 4.1 km vor AS Köln-Niehl, aus Richtung Köln-Nord  Im Stillstand Durchschnittsgeschwindigkeit: 16 km/h",50.9998637300211,6.89845306505729
"A1","undefined--vi-zus.2025-06-04_17-01-17-000.f.de0","51.55655014211756,7.664237970216328,51.536629000132606,7.661211232630751","51.55655014211756,7.664237970216328","WARNING","A1 | Kamen-Zentrum - Unna"," Münster -> Dortmund",0,"SLOW_TRAFFIC","54.70000076293945","2025-06-04T17:01:17+02:00","Beginn: 04.06.25 um 17:01 Uhr  Zusammengesetzte Verkehrsinformation, seit 04.06.2025, 17:01 A1: Münster -> Dortmund, zwischen 2.2 km hinter AS Kamen-Zentrum und 1.1 km vor AS Unna  Langsamer Verkehr Reisezeitverlust: 0 Minuten Durchschnittsgeschwindigkeit: 54 km/h",51.5565501421176,7.66423797021633
"A1","undefined--vi-zus.2025-06-04_09-02-12-000.f.de0","53.021484876567264,8.78812439759885,53.03250343404038,8.867062253365614","53.021484876567264,8.78812439759885","WARNING","A1 | Stuhr - Bremen-Hemelingen"," Osnabrück -> Bremen",2,"SLOW_TRAFFIC","59.20000076293945","2025-06-04T09:02:12+02:00","Beginn: 04.06.25 um 09:02 Uhr  Zusammengesetzte Verkehrsinformation, seit 04.06.2025, 09:02 A1: Osnabrück -> Bremen, zwischen 6.0 km hinter AD Stuhr und 1.5 km vor AS Bremen-Hemelingen  Langsamer Verkehr Reisezeitverlust: 2 Minuten Durchschnittsgeschwindigkeit: 59 km/h",53.0214848765673,8.78812439759885
"A1","undefined--vi-zus.2023-08-06_16-00-00-000.f_004.de0","53.0345216898969,8.918324474526163,53.03003632102865,8.860844706711447","53.0345216898969,8.918324474526163","WARNING","A1 | Mahndorfer Marsch - Bremen-Arsten"," Bremen -> Osnabrück",NA,NA,NA,"2023-08-06T16:00:00+02:00","Beginn: 06.08.23 um 16:00 Uhr  Zusammengesetzte Verkehrsinformation, seit 06.08.2023, 16:00 A1: Bremen -> Osnabrück, zwischen 2.0 km hinter Mahndorfer Marsch und 0.2 km vor AS Bremen-Arsten  A1 Bremen Richtung Osnabrück
in Höhe Bremen-Arsten
Bauarbeiten, eine Umleitung ist eingerichtet, Fahrbahn auf zwei Fahrstreifen verengt, von 03.06.2025 19:00 Uhr bis 07.06.2025 06:00 Uhr",53.0345216898969,8.91832447452616
"A1","undefined--vi-avl.2025-06-04_13-45-00-000.f_006.de0","53.05290109585624,9.039409851627235,53.05290109585624,9.039409851627235","53.05290109585624,9.039409851627235","WARNING","A1 | Oyten - Oyten"," Hamburg -> Bremen",NA,"STATIONARY_TRAFFIC","16","2025-06-04T17:01:17+02:00","Beginn: 04.06.25 um 17:01 Uhr  Angespannte Verkehrslage, seit 04.06.2025, 17:01 A1: Hamburg -> Bremen, 0.6 km vor AS Oyten, aus Richtung Tuchten  Im Stillstand Durchschnittsgeschwindigkeit: 16 km/h",53.0529010958562,9.03940985162724
"A1","undefined--vi-avl.2025-06-04_06-12-01-000.f_003.de0","53.05290295397772,9.039454502463602,53.031460453437994,8.864211532227444","53.05290295397772,9.039454502463602","WARNING","A1 | Tuchten - Bremen-Arsten"," Hamburg -> Osnabrück",43,"STATIONARY_TRAFFIC","15.699999809265137","2025-06-04T06:12:01+02:00","Beginn: 04.06.25 um 06:12 Uhr  Angespannte Verkehrslage, seit 04.06.2025, 06:12 A1: Hamburg -> Osnabrück, zwischen 6.1 km hinter Tuchten und 0.4 km vor AS Bremen-Arsten  Im Stillstand Reisezeitverlust: 43 Minuten Durchschnittsgeschwindigkeit: 15 km/h",53.0529029539777,9.0394545024636
"A1","undefined--vi-avl.2025-06-04_16-07-19-000.f_007.de0","53.50287035653099,10.037928622569652,53.47302758248459,10.023134625731196","53.50287035653099,10.037928622569652","WARNING","A1 | Hamburg-Norderelbe - Hamburg-Harburg"," Lübeck -> Bremen",3,"QUEUING_TRAFFIC","37.900001525878906","2025-06-04T16:07:19+02:00","Beginn: 04.06.25 um 16:07 Uhr  Angespannte Verkehrslage, seit 04.06.2025, 16:07 A1: Lübeck -> Bremen, zwischen 0.7 km hinter AK Hamburg-Norderelbe und 0.7 km vor AS Hamburg-Harburg  Stockender Verkehr Reisezeitverlust: 3 Minuten Durchschnittsgeschwindigkeit: 37 km/h",53.502870356531,10.0379286225697
"A1","undefined--vi-avl.2025-06-04_17-01-17-000.f_016.de0","53.98281706741101,10.733126894026483,53.98281706741101,10.733126894026483","53.98281706741101,10.733126894026483","WARNING","A1 | Ratekau - Ratekau"," Fehmarn -> Lübeck",NA,"QUEUING_TRAFFIC","12","2025-06-04T17:01:17+02:00","Beginn: 04.06.25 um 17:01 Uhr  Angespannte Verkehrslage, seit 04.06.2025, 17:01 A1: Fehmarn -> Lübeck, 4.0 km vor AS Ratekau, aus Richtung Pansdorf  Stockender Verkehr Durchschnittsgeschwindigkeit: 12 km/h",53.982817067411,10.7331268940265
"A1","undefined--vi-avl.2025-06-04_16-43-48-000.f_020.de0","53.98281706741101,10.733126894026483,53.958242986229386,10.743677700087387","53.98281706741101,10.733126894026483","WARNING","A1 | Pansdorf - Ratekau"," Fehmarn -> Lübeck",4,"QUEUING_TRAFFIC","26.100000381469727","2025-06-04T16:43:48+02:00","Beginn: 04.06.25 um 16:43 Uhr  Angespannte Verkehrslage, seit 04.06.2025, 16:43 A1: Fehmarn -> Lübeck, zwischen 2.6 km hinter AS Pansdorf und 1.1 km vor AS Ratekau  Stockender Verkehr Reisezeitverlust: 4 Minuten Durchschnittsgeschwindigkeit: 26 km/h",53.982817067411,10.7331268940265
"A1","undefined--vi-avl.2025-06-04_16-56-45-000.f_018.de0","54.06159342306561,10.746965352619231,54.06159342306561,10.746965352619231","54.06159342306561,10.746965352619231","WARNING","A1 | Eutin - Eutin"," Fehmarn -> Lübeck",NA,"STATIONARY_TRAFFIC","12","2025-06-04T17:01:17+02:00","Beginn: 04.06.25 um 17:01 Uhr  Angespannte Verkehrslage, seit 04.06.2025, 17:01 A1: Fehmarn -> Lübeck, 1.4 km vor AS Eutin, aus Richtung Neustädter Bucht  Im Stillstand Durchschnittsgeschwindigkeit: 12 km/h",54.0615934230656,10.7469653526192
"A1","undefined--vi-avl.2025-06-04_16-14-36-000.f_007.de0","54.0617000986548,10.74712922678031,54.042770754764625,10.728462620217893","54.0617000986548,10.74712922678031","WARNING","A1 | Neustädter Bucht - Scharbeutz"," Fehmarn -> Lübeck",4,"STATIONARY_TRAFFIC","25.899999618530273","2025-06-04T16:14:36+02:00","Beginn: 04.06.25 um 16:14 Uhr  Angespannte Verkehrslage, seit 04.06.2025, 16:14 A1: Fehmarn -> Lübeck, zwischen 1.1 km hinter Neustädter Bucht und 0.9 km vor AS Scharbeutz  Im Stillstand Reisezeitverlust: 4 Minuten Durchschnittsgeschwindigkeit: 25 km/h",54.0617000986548,10.7471292267803
