"road","identifier","extent","point","display_type","title","subtitle","delay_minutes","abnormalTrafficType","averageSpeed","startTimestamp","description","latitude","longitude"
"A1","undefined--vi-hind.2025-05-25_15-28-03-000.f_003.de0","49.27817372220636,6.962594366281217,49.27262990094405,6.96154719999638","49.27817372220636,6.962594366281217","WARNING","A1 | Saarbrücken-Neuhaus - Saarbrücken-Hubert-Müller-Straße"," Trier -> Saarbrücken",NA,NA,NA,2025-05-25,"Beginn: 25.05.25 um 15:28 Uhr  Hindernis, seit 25.05.2025, 15:28 A1: Trier -> Saarbrücken, zwischen 1.0 km hinter AS Saarbrücken-Neuhaus und 1.7 km vor AS Saarbrücken-Hubert-Müller-Straße  Gefahr durch Gegenstände auf der Fahrbahn",49.2781737222064,6.96259436628122
"A1","undefined--vi-avl.2025-05-25_10-24-00-000.f_002.de0","50.82720729130976,6.78661656387671,50.85127070815324,6.80421886354102","50.82720729130976,6.78661656387671","WARNING","A1 | Erfttal - Ville"," Euskirchen -> Köln",9,"STATIONARY_TRAFFIC","16.100000381469727",2025-05-25,"Beginn: 25.05.25 um 10:24 Uhr  Angespannte Verkehrslage, seit 25.05.2025, 10:24 A1: Euskirchen -> Köln, zwischen 1.2 km hinter AD Erfttal und 0.7 km vor Ville  Im Stillstand Reisezeitverlust: 9 Minuten Durchschnittsgeschwindigkeit: 16 km/h",50.8272072913098,6.78661656387671
"A1","undefined--vi-avl.2025-05-25_10-32-30-000.f_006.de0","50.82724111096881,6.786635860922679,50.82724111096881,6.786635860922679","50.82724111096881,6.786635860922679","WARNING","A1 | Hürth - Hürth"," Euskirchen -> Köln",NA,"STATIONARY_TRAFFIC","10",2025-05-25,"Beginn: 25.05.25 um 15:35 Uhr  Angespannte Verkehrslage, seit 25.05.2025, 15:35 A1: Euskirchen -> Köln, 2.6 km vor AS Hürth, aus Richtung Erfttal  Im Stillstand Durchschnittsgeschwindigkeit: 10 km/h",50.8272411109688,6.78663586092268
"A1","undefined--vi-hind.2025-05-25_15-32-04-000.f_001.de0","50.91395736484892,6.84575958197049,50.91260025412644,6.846509467756441","50.91395736484892,6.84575958197049","WARNING","A1 | Frechen - Gleuel"," Köln -> Euskirchen",NA,NA,NA,2025-05-25,"Beginn: 25.05.25 um 15:32 Uhr  Fahrzeug-Hindernis, seit 25.05.2025, 15:32 A1: Köln -> Euskirchen, zwischen 0.4 km hinter AS Frechen und 3.7 km vor AS Gleuel Gefahr durch ein defektes Fahrzeug auf der Fahrbahn",50.9139573648489,6.84575958197049
"A1","undefined--vi-avl.2025-05-25_15-26-00-000.f.de0","51.03809548451322,6.969016062865688,51.03744135502202,6.98763695736838","51.03809548451322,6.969016062865688","WARNING","A1 | Leverkusen-West - Leverkusen"," Köln -> Dortmund",1,"SLOW_TRAFFIC","34.900001525878906",2025-05-25,"Beginn: 25.05.25 um 15:26 Uhr  Angespannte Verkehrslage, seit 25.05.2025, 15:26 A1: Köln -> Dortmund, zwischen 0.4 km hinter AK Leverkusen-West und 1.5 km vor AK Leverkusen  Langsamer Verkehr Reisezeitverlust: 1 Minuten Durchschnittsgeschwindigkeit: 34 km/h",51.0380954845132,6.96901606286569
"A1","undefined--vi-avl.2025-05-25_15-26-30-000.f_007.de0","51.03811233392957,6.9690973377172,51.03811233392957,6.9690973377172","51.03811233392957,6.9690973377172","WARNING","A1 | Leverkusen - Leverkusen"," Köln -> Dortmund",NA,"SLOW_TRAFFIC","16",2025-05-25,"Beginn: 25.05.25 um 15:35 Uhr  Angespannte Verkehrslage, seit 25.05.2025, 15:35 A1: Köln -> Dortmund, 2.8 km vor AK Leverkusen, aus Richtung Leverkusen-West  Langsamer Verkehr Durchschnittsgeschwindigkeit: 16 km/h",51.0381123339296,6.9690973377172
"A1","undefined--vi-avl.2025-05-25_15-29-00-000.f.de0","52.27426844877232,7.931029835850086,52.24521599021068,7.903195083814554","52.27426844877232,7.931029835850086","WARNING","A1 | Osnabrück-Hafen - Petersberg"," Bremen -> Münster",2,"SLOW_TRAFFIC","59.099998474121094",2025-05-25,"Beginn: 25.05.25 um 15:29 Uhr  Angespannte Verkehrslage, seit 25.05.2025, 15:29 A1: Bremen -> Münster, zwischen 3.4 km hinter AS Osnabrück-Hafen und 0.1 km vor Petersberg  Langsamer Verkehr Reisezeitverlust: 2 Minuten Durchschnittsgeschwindigkeit: 59 km/h",52.2742684487723,7.93102983585009
"A1","undefined--vi-zus.2025-05-25_15-01-09-000.f_001.de0","52.576388037377086,8.109988345615484,52.599993131696216,8.11535115866486","52.576388037377086,8.109988345615484","WARNING","A1 | Fladderlohhausen - Langwege-Ost"," Osnabrück -> Bremen",8,"STATIONARY_TRAFFIC","15.899999618530273",2025-05-25,"Beginn: 25.05.25 um 15:01 Uhr  Zusammengesetzte Verkehrsinformation, seit 25.05.2025, 15:01 A1: Osnabrück -> Bremen, zwischen Fladderlohhausen und 1.7 km vor Langwege-Ost  Gefahr durch eine ungesicherte Unfallstelle  Im Stillstand Reisezeitverlust: 8 Minuten Durchschnittsgeschwindigkeit: 15 km/h",52.5763880373771,8.10998834561548
"A1","undefined--vi-hind.2025-05-25_15-04-30-000.f_001.de0","52.59494602610423,8.112799347989563,52.60642285788313,8.119816498404074","52.59494602610423,8.112799347989563","WARNING","A1 | Fladderlohhausen - Langwege-Ost"," Osnabrück -> Bremen",NA,NA,NA,2025-05-25,"Beginn: 25.05.25 um 15:04 Uhr  Hindernis, seit 25.05.2025, 15:04 A1: Osnabrück -> Bremen, zwischen 2.1 km hinter Fladderlohhausen und 0.9 km vor Langwege-Ost  Gefahr durch eine ungesicherte Unfallstelle",52.5949460261042,8.11279934798956
"A1","undefined--vi-avl.2025-05-25_15-01-09-000.f_001.de0","52.576388037377086,8.109988345615484,52.576388037377086,8.109988345615484","52.576388037377086,8.109988345615484","WARNING","A1 | Holdorf - Holdorf"," Osnabrück -> Bremen",NA,"STATIONARY_TRAFFIC","16",2025-05-25,"Beginn: 25.05.25 um 15:35 Uhr  Angespannte Verkehrslage, seit 25.05.2025, 15:35 A1: Osnabrück -> Bremen, 2.3 km vor AS Holdorf, aus Richtung Fladderlohhausen  Im Stillstand Durchschnittsgeschwindigkeit: 16 km/h",52.5763880373771,8.10998834561548
