"road","identifier","extent","point","display_type","title","subtitle","delay_minutes","abnormalTrafficType","averageSpeed","startTimestamp","description","latitude","longitude"
"A1","undefined--vi-avl.2025-06-03_09-34-05-000.f_011.de0","50.959994205770606,6.850585016036125,50.959994205770606,6.850585016036125","50.959994205770606,6.850585016036125","WARNING","A1 | Köln-Lövenich - Köln-Lövenich"," Köln -> Euskirchen",NA,"STATIONARY_TRAFFIC","17","2025-06-03T09:35:44+02:00","Beginn: 03.06.25 um 09:35 Uhr  Angespannte Verkehrslage, seit 03.06.2025, 09:35 A1: Köln -> Euskirchen, 2.4 km vor AS Köln-Lövenich, aus Richtung Köln-Bocklemünd  Im Stillstand Durchschnittsgeschwindigkeit: 17 km/h",50.9599942057706,6.85058501603613
"A1","undefined--vi-avl.2025-06-03_09-09-34-000.f_003.de0","50.96003913915201,6.85058696458227,50.9329858300635,6.84896844236415","50.96003913915201,6.85058696458227","WARNING","A1 | Köln-Bocklemünd - Köln-West"," Köln -> Euskirchen",8,"STATIONARY_TRAFFIC","17.399999618530273","2025-06-03T09:09:34+02:00","Beginn: 03.06.25 um 09:09 Uhr  Angespannte Verkehrslage, seit 03.06.2025, 09:09 A1: Köln -> Euskirchen, zwischen 2.0 km hinter AS Köln-Bocklemünd und 0.8 km vor AK Köln-West  Im Stillstand Reisezeitverlust: 8 Minuten Durchschnittsgeschwindigkeit: 17 km/h",50.960039139152,6.85058696458227
"A1","undefined--vi-zus.2025-06-03_06-37-00-000.f_002.de0","51.01587665458618,6.924357388674024,51.02913199204243,6.952148289701128","51.01587665458618,6.924357388674024","WARNING","A1 | Köln-Nord - Leverkusener Brücke"," Euskirchen -> Dortmund",1,"SLOW_TRAFFIC","43.5","2025-06-03T06:37:00+02:00","Beginn: 03.06.25 um 06:37 Uhr  Zusammengesetzte Verkehrsinformation, seit 03.06.2025, 06:37 A1: Euskirchen -> Dortmund, zwischen 3.2 km hinter AK Köln-Nord und 0.8 km vor Leverkusener Brücke  Langsamer Verkehr Reisezeitverlust: 1 Minuten Durchschnittsgeschwindigkeit: 43 km/h",51.0158766545862,6.92435738867402
"A1","undefined--vi-avl.2025-06-03_08-33-07-000.f_005.de0","51.02724530000737,6.947827831470089,51.00107540093625,6.900535999996291","51.02724530000737,6.947827831470089","WARNING","A1 | Leverkusener Brücke - Köln-Nord"," Dortmund -> Euskirchen",2,"SLOW_TRAFFIC","53.5","2025-06-03T08:33:07+02:00","Beginn: 03.06.25 um 08:33 Uhr  Angespannte Verkehrslage, seit 03.06.2025, 08:33 A1: Dortmund -> Euskirchen, zwischen 1.2 km hinter Leverkusener Brücke und 0.8 km vor AK Köln-Nord  Langsamer Verkehr Reisezeitverlust: 2 Minuten Durchschnittsgeschwindigkeit: 53 km/h",51.0272453000074,6.94782783147009
"A1","undefined--vi-avl.2025-06-03_06-40-32-000.f_012.de0","51.04225957225498,7.00814931840705,51.03100884778323,6.955147247099331","51.04225957225498,7.00814931840705","WARNING","A1 | Burscheid - Köln-Niehl"," Dortmund -> Köln",1,"SLOW_TRAFFIC","54.599998474121094","2025-06-03T06:40:32+02:00","Beginn: 03.06.25 um 06:40 Uhr  Angespannte Verkehrslage, seit 03.06.2025, 06:40 A1: Dortmund -> Köln, zwischen 10.0 km hinter AS Burscheid und 1.2 km vor AS Köln-Niehl  Langsamer Verkehr Reisezeitverlust: 1 Minuten Durchschnittsgeschwindigkeit: 54 km/h",51.042259572255,7.00814931840705
"A1","undefined--vi-avl.2025-06-03_09-25-12-000.f_003.de0","51.524579091942,7.65884116557556,51.53790117803767,7.66175094641314","51.524579091942,7.65884116557556","WARNING","A1 | Dortmund/Unna - Kamen-Zentrum"," Dortmund -> Münster",2,"QUEUING_TRAFFIC","24.899999618530273","2025-06-03T09:25:12+02:00","Beginn: 03.06.25 um 09:25 Uhr  Angespannte Verkehrslage, seit 03.06.2025, 09:25 A1: Dortmund -> Münster, zwischen 0.3 km hinter AK Dortmund/Unna und 4.2 km vor AS Kamen-Zentrum  Stockender Verkehr Reisezeitverlust: 2 Minuten Durchschnittsgeschwindigkeit: 24 km/h",51.524579091942,7.65884116557556
"A1","undefined--vi-avl.2025-06-03_09-34-05-000.f_007.de0","51.52459690804233,7.65884506594132,51.52459690804233,7.65884506594132","51.52459690804233,7.65884506594132","WARNING","A1 | Unna - Unna"," Dortmund -> Münster",NA,"QUEUING_TRAFFIC","23","2025-06-03T09:35:44+02:00","Beginn: 03.06.25 um 09:35 Uhr  Angespannte Verkehrslage, seit 03.06.2025, 09:35 A1: Dortmund -> Münster, 0.2 km vor AS Unna, aus Richtung Dortmund/Unna  Stockender Verkehr Durchschnittsgeschwindigkeit: 23 km/h",51.5245969080423,7.65884506594132
"A1","undefined--vi-avl.2025-06-03_09-33-32-000.f.de0","51.600577816370944,7.687014041707278,51.58722993570023,7.682484537877216","51.600577816370944,7.687014041707278","WARNING","A1 | Kamener Kreuz - Kamen-Zentrum"," Münster -> Dortmund",0,"SLOW_TRAFFIC","59","2025-06-03T09:33:32+02:00","Beginn: 03.06.25 um 09:33 Uhr  Angespannte Verkehrslage, seit 03.06.2025, 09:33 A1: Münster -> Dortmund, zwischen AK Kamener Kreuz und 1.6 km vor AS Kamen-Zentrum  Langsamer Verkehr Reisezeitverlust: 0 Minuten Durchschnittsgeschwindigkeit: 59 km/h",51.6005778163709,7.68701404170728
"A1","undefined--vi-avl.2025-06-03_07-28-10-000.f_020.de0","53.02203845672452,8.791751730188897,53.03155141226621,8.864804800301798","53.02203845672452,8.791751730188897","WARNING","A1 | Stuhr - Bremen-Hemelingen"," Osnabrück -> Bremen",1,"SLOW_TRAFFIC","71.80000305175781","2025-06-03T07:28:10+02:00","Beginn: 03.06.25 um 07:28 Uhr  Angespannte Verkehrslage, seit 03.06.2025, 07:28 A1: Osnabrück -> Bremen, zwischen 6.3 km hinter AD Stuhr und 1.7 km vor AS Bremen-Hemelingen  Langsamer Verkehr Reisezeitverlust: 1 Minuten Durchschnittsgeschwindigkeit: 71 km/h",53.0220384567245,8.7917517301889
"A1","undefined--vi-avl.2025-06-03_05-47-00-000.f_003.de0","53.04403585691401,8.990008348255047,53.031460453437994,8.864211532227444","53.04403585691401,8.990008348255047","WARNING","A1 | Thünen Nord - Bremen-Arsten"," Hamburg -> Osnabrück",5,"SLOW_TRAFFIC","52.400001525878906","2025-06-03T05:47:00+02:00","Beginn: 03.06.25 um 05:47 Uhr  Angespannte Verkehrslage, seit 03.06.2025, 05:47 A1: Hamburg -> Osnabrück, zwischen 2.0 km hinter Thünen Nord und 0.4 km vor AS Bremen-Arsten  Langsamer Verkehr Reisezeitverlust: 5 Minuten Durchschnittsgeschwindigkeit: 52 km/h",53.044035856914,8.99000834825505
"A1","undefined--vi-avl.2025-06-03_09-35-44-000.f_018.de0","53.42457558529352,10.034234207514011,53.42457558529352,10.034234207514011","53.42457558529352,10.034234207514011","WARNING","A1 | Hamburg-Harburg - Hamburg-Harburg"," Bremen -> Hamburg",NA,"QUEUING_TRAFFIC","18","2025-06-03T09:35:44+02:00","Beginn: 03.06.25 um 09:35 Uhr  Angespannte Verkehrslage, seit 03.06.2025, 09:35 A1: Bremen -> Hamburg, 4.7 km vor AS Hamburg-Harburg, aus Richtung Maschener Kreuz  Stockender Verkehr Durchschnittsgeschwindigkeit: 18 km/h",53.4245755852935,10.034234207514
